ServiceID,CustomerID,NumberOfReferrals,Offer,PhoneService,MultipleLines,InternetService,InternetType,OnlineSecurity,OnlineBackup,DeviceProtection Plan,Premium Tech Support,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod
S2820,0771-WLCLA,8,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2821,0206-TBWLC,7,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
S2822,2937-FTHUR,0,Offer D,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
S2823,1910-FMXJM,8,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
S2824,0732-OCQOC,10,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
S2825,5168-MSWXT,4,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2826,1090-ESELR,8,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2827,8592-PLTMQ,0,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check
S2828,8847-GEOOQ,10,Offer B,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2829,4785-FCIFB,10,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check
S2830,8313-NDOIA,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
S2831,5149-CUZUJ,1,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal
S2832,0942-KOWSM,4,Offer C,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2833,4237-CLSMM,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check
S2834,1452-VOQCH,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2835,4719-UMSIY,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check
S2836,6614-VBEGU,8,Offer C,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2837,2996-XAUVF,0,Offer A,No,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check
S2838,5968-XQIVE,2,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
S2839,8896-RAZCR,0,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check
S2840,1304-BCCFO,2,None,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check
S2841,4104-PVRPS,7,Offer C,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check
S2842,4431-EDMIQ,8,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2843,0486-LGCCH,2,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2844,5168-MQQCA,2,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2845,7971-HLVXI,4,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
S2846,9094-AZPHK,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
S2847,3649-JPUGY,0,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S2848,4472-LVYGI,2,None,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
S2849,3552-CTCYF,4,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S2850,6778-YSNIH,0,None,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2851,6579-JPICP,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check
S2852,4134-BSXLX,7,Offer C,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check
S2853,0505-SPOOW,7,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S2854,4374-YMUSQ,0,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
S2855,3957-HHLMR,1,Offer A,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal
S2856,7803-XOCCZ,1,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2857,5736-YEJAX,0,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card
S2858,8981-FJGLA,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
S2859,1135-LMECX,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S2860,8535-SFUTN,0,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2861,8677-HDZEE,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2862,2475-MROZF,0,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S2863,3482-ABPKK,0,Offer C,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card
S2864,7531-GQHME,0,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S2865,5174-ITUMV,0,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2866,0913-XWSCN,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
S2867,0750-EBAIU,0,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal
S2868,3571-DPYUH,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card
S2869,7601-GNDYK,1,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2870,8067-NIOYM,9,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S2871,1403-GYAFU,5,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2872,4234-XTNEA,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2873,5348-CAGXB,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2874,0621-HJWXJ,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2875,5844-QVTAT,8,Offer C,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card
S2876,8905-IAZPF,4,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
S2877,5394-MEITZ,5,None,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S2878,6859-QNXIQ,10,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S2879,2782-LFZVW,0,Offer D,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card
S2880,2866-IKBTM,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S2881,7129-AZJDE,1,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2882,2560-PPCHE,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2883,8138-EALND,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S2884,3580-HYCSP,10,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S2885,1352-HNSAW,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
S2886,2075-PUEPR,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S2887,1982-FEBTD,1,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S2888,5791-KAJFD,2,None,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2889,2654-VBVPB,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
S2890,1154-HYWWO,0,Offer C,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card
S2891,2501-XWWTZ,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S2892,3716-UVSPD,0,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S2893,6815-ABQFQ,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2894,7343-EOBEU,9,Offer E,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S2895,3701-SFMUH,6,Offer E,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card
S2896,6103-LIANB,3,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S2897,7319-VENRZ,0,Offer E,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S2898,5846-NEQVZ,3,None,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
S2899,6967-QIQRV,8,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal
S2900,5781-RFZRP,7,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card
S2901,0308-IVGOK,0,None,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card
S2902,7293-LSCDV,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S2903,5756-JYOJT,0,None,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card
S2904,9548-LIGTA,2,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card
S2905,5150-LJNSR,3,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal
S2906,8270-RKSAP,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2907,2640-LYMOV,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S2908,1423-BMPBQ,1,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S2909,2393-DIVAI,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S2910,4568-KNYWR,0,None,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card
S2911,8752-IMQOS,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S2912,0742-LAFQK,1,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S2913,0795-LAFGP,1,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2914,0619-OLYUR,1,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S2915,5512-IDZEI,1,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S2916,0459-SPZHJ,1,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S2917,0215-BQKGS,0,Offer C,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S2918,9244-ZVAPM,0,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S2919,8208-EUMTE,0,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card
S2920,5172-MIGPM,0,None,Yes,Yes,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card
S2921,1710-RCXUS,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card
S2922,0374-FIUCA,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S2923,5839-SUYVZ,0,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S2924,5173-ZXXXL,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S2925,1096-ADRUX,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal
S2926,2001-MCUUW,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2927,2731-GJRDG,0,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2928,4723-BEGSG,1,None,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S2929,6516-NKQBO,1,None,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S2930,8672-OAUPW,0,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card
S2931,8207-DMRVL,1,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal
S2932,2804-ETQDK,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2933,7138-GIRSH,0,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2934,9396-ZSFLL,0,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S2935,6464-KEXXH,0,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S2936,5240-CAOYT,0,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2937,4059-IIEBK,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2938,0516-UXRMT,0,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal
S2939,4851-BQDNX,5,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
S2940,5148-HKFIR,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2941,3003-CMDUU,0,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
S2942,5016-IBERQ,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S2943,9931-KGHOA,9,None,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S2944,1775-KWJKQ,5,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S2945,7665-VIGUD,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S2946,9411-TPQQV,0,Offer B,No,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal
S2947,7954-MLBUN,0,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2948,2077-DDHJK,2,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card
S2949,9574-BOSMD,10,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S2950,8404-VLQFB,1,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S2951,2391-IPLOP,6,Offer B,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
S2952,5845-BZZIB,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2953,1140-UKVZG,0,Offer D,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S2954,5183-SNMJQ,0,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
S2955,8100-PNJMH,2,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S2956,7838-LAZFO,6,Offer B,Yes,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
S2957,2085-JVGAD,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
S2958,8095-WANWK,0,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S2959,3030-ZKIWL,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S2960,9565-FLVCG,10,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check
S2961,8755-OGKNA,5,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S2962,2800-VEQXM,0,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
S2963,5533-RJFTJ,0,Offer B,No,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2964,0214-JHPFW,9,None,No,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2965,5642-MHDQT,6,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal
S2966,3088-FVYWK,3,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2967,9092-GDZKO,0,Offer D,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S2968,2324-AALNO,0,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S2969,5760-IFJOZ,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check
S2970,2826-UWHIS,4,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S2971,7501-IWUNG,9,Offer B,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
S2972,4957-TREIR,0,None,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S2973,8040-MNRTF,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check
S2974,1536-HBSWP,0,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S2975,5313-FPXWG,0,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal
S2976,0946-FKYTX,0,Offer B,No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Mailed Check
S2977,5076-YVXCM,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal
S2978,8262-COGGB,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check
S2979,6663-JOCQO,7,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S2980,9620-QJREV,0,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S2981,2480-JZOSN,8,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S2982,0078-XZMHT,5,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S2983,8338-QIUNR,8,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card
S2984,1525-LNLOJ,5,None,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
S2985,9450-TRJUU,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S2986,1766-GKNMI,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2987,6942-LBFDP,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check
S2988,1456-TWCGB,0,None,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check
S2989,7596-ZYWBB,0,Offer B,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Two Year,Yes,Mailed Check
S2990,3014-WJKSM,10,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S2991,3347-YJZZE,6,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card
S2992,7929-DMBCV,6,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
S2993,9661-JALZV,0,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S2994,5433-KYGHE,0,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
S2995,4312-KFRXN,2,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S2996,5575-TPIZQ,0,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S2997,0114-IGABW,2,Offer A,No,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S2998,9944-AEXBM,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S2999,1853-ARAAQ,0,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
S3000,4697-LUPSU,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S3001,8434-VGEQQ,0,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S3002,4950-HKQTE,0,Offer D,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S3003,6786-OBWQR,8,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S3004,2753-JMMCV,0,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
S3005,6621-YOBKI,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S3006,1216-JWVUX,4,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S3007,7564-GHCVB,5,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S3008,1173-NOEYG,1,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
