CustomerID	Gender	Age	Under30	SeniorCitizen	Married	Dependents	NumberOfDependents	ServiceID
1764-VUUMT	Male	63	No	No	No	Yes	1	S3100
4713-ZBURT	Male	33	No	No	No	Yes	2	S3101
3050-GBUSH	Female	25	Yes	No	No	No	0	S3102
7876-AEHIG	Female	48	No	No	No	No	0	S3103
7945-HLKEA	Female	29	Yes	No	No	No	0	S3104
9342-VNIMQ	Male	62	No	No	No	No	0	S3105
3199-NPKCN	Female	39	No	No	Yes	No	0	S3106
5170-PTRKA	Female	19	Yes	No	Yes	No	0	S3107
4661-NJEUX	Male	42	No	No	No	No	0	S3108
0048-LUMLS	Male	23	Yes	No	Yes	Yes	3	S3109
5898-IGSLP	Male	37	No	No	Yes	Yes	3	S3110
7997-EASSD	Female	56	No	No	Yes	No	0	S3111
0730-KOAVE	Male	53	No	No	No	No	0	S3112
8975-SKGRX	Male	29	Yes	No	Yes	No	0	S3113
0678-RLHVP	Female	33	No	No	No	No	0	S3114
2267-FPIMA	Male	27	Yes	No	Yes	No	0	S3115
1051-GEJLJ	Female	19	Yes	No	No	No	0	S3116
5285-MVEHD	Female	35	No	No	Yes	No	0	S3117
0379-DJQHR	Male	60	No	No	Yes	No	0	S3118
5543-QDCRY	Male	38	No	No	No	No	0	S3119
0297-RBCSG	Male	61	No	No	No	No	0	S3120
4694-PHWFW	Female	26	Yes	No	No	Yes	3	S3121
0835-JKADZ	Female	29	Yes	No	No	No	0	S3122
3865-YIOTT	Male	40	No	No	Yes	Yes	1	S3123
5993-BQHEA	Male	42	No	No	No	No	0	S3124
6024-RUGGH	Male	22	Yes	No	Yes	Yes	2	S3125
4079-WWQQQ	Male	45	No	No	No	No	0	S3126
6103-BOCOU	Female	37	No	No	No	No	0	S3127
5149-TGWDZ	Female	48	No	No	No	No	0	S3128
7471-WNSUF	Male	23	Yes	No	Yes	No	0	S3129
8942-DBMHZ	Male	26	Yes	No	No	No	0	S3130
4301-VVZKA	Male	25	Yes	No	Yes	No	0	S3131
9199-PWQVC	Female	38	No	No	Yes	No	0	S3132
5393-HJZSM	Female	54	No	No	Yes	Yes	1	S3133
0862-PRCBS	Female	32	No	No	Yes	Yes	3	S3134
8812-ZRHFP	Female	53	No	No	Yes	Yes	3	S3135
5146-CBVOE	Female	44	No	No	No	No	0	S3136
0454-OKRCT	Male	32	No	No	No	No	0	S3137
5787-KXGIY	Male	54	No	No	Yes	No	0	S3138
4198-VFOEA	Female	58	No	No	No	No	0	S3139
5709-LVOEQ	Female	40	No	No	Yes	No	0	S3140
2692-AQCPF	Female	32	No	No	Yes	No	0	S3141
0347-UBKUZ	Female	46	No	No	No	No	0	S3142
0835-DUUIQ	Female	55	No	No	No	No	0	S3143
0811-GSDTP	Female	50	No	No	No	Yes	2	S3144
7567-ECMCM	Male	23	Yes	No	No	No	0	S3145
6115-ZTBFQ	Female	56	No	No	Yes	No	0	S3146
6353-BRMMA	Female	62	No	No	Yes	Yes	3	S3147
6231-WFGFH	Male	39	No	No	Yes	Yes	2	S3148
6169-PPETC	Male	42	No	No	Yes	Yes	1	S3149
8584-KMVXD	Female	64	No	No	No	No	0	S3150
8467-WYNSR	Male	62	No	No	No	No	0	S3151
0851-DFJKB	Female	57	No	No	No	No	0	S3152
5382-SOYZL	Male	39	No	No	No	No	0	S3153
3261-CQXOL	Female	33	No	No	Yes	Yes	2	S3154
8388-FYNPZ	Male	26	Yes	No	No	No	0	S3155
4002-BQWPQ	Male	59	No	No	No	No	0	S3156
5651-YLPRD	Female	45	No	No	Yes	Yes	3	S3157
4378-BZYFP	Male	41	No	No	No	No	0	S3158
7764-BDPEE	Male	50	No	No	No	Yes	3	S3159
3429-IFLEM	Female	48	No	No	No	No	0	S3160
5002-GCQFH	Male	30	No	No	Yes	No	0	S3161
0556-FJEGU	Male	26	Yes	No	No	No	0	S3162
0604-THJFP	Female	40	No	No	Yes	No	0	S3163
5879-SESNB	Female	34	No	No	No	No	0	S3164
6461-PPAXN	Female	20	Yes	No	Yes	No	0	S3165
3318-ISQFQ	Female	23	Yes	No	No	No	0	S3166
1106-HRLKZ	Male	21	Yes	No	Yes	Yes	1	S3167
2483-XSSMZ	Female	22	Yes	No	No	No	0	S3168
8165-ZJRNM	Female	62	No	No	Yes	Yes	1	S3169
2604-XVDAM	Female	54	No	No	No	No	0	S3170
3717-OFRTN	Male	48	No	No	No	No	0	S3171
9046-JBFWA	Male	20	Yes	No	No	Yes	2	S3172
3280-NMUVX	Male	53	No	No	Yes	No	0	S3173
1206-EHBDD	Female	56	No	No	Yes	No	0	S3174
8361-LBRDI	Female	31	No	No	No	No	0	S3175
4883-KCPZJ	Female	30	No	No	Yes	Yes	3	S3176
9108-EQPNQ	Female	27	Yes	No	Yes	Yes	2	S3177
7277-KAMWT	Male	23	Yes	No	No	No	0	S3178
2545-LXYVJ	Male	19	Yes	No	Yes	No	0	S3179
3234-VKACU	Male	21	Yes	No	No	No	0	S3180
8120-JDCAM	Male	42	No	No	Yes	Yes	1	S3181
8917-FAEMR	Female	28	Yes	No	No	No	0	S3182
7047-YXDMZ	Male	59	No	No	No	No	0	S3183
0929-HYQEW	Male	20	Yes	No	No	No	0	S3184
6614-YOLAC	Female	31	No	No	Yes	No	0	S3185
7426-RHZGU	Male	41	No	No	No	No	0	S3186
4065-JJAVA	Female	56	No	No	No	No	0	S3187
7649-SIJJF	Male	36	No	No	Yes	No	0	S3188
9361-YNQWJ	Female	36	No	No	No	No	0	S3189
3748-FVMZZ	Male	33	No	No	No	No	0	S3190
9391-TTOYH	Female	33	No	No	No	No	0	S3191
1452-XRSJV	Female	59	No	No	Yes	Yes	2	S3192
3422-WJOYD	Male	27	Yes	No	Yes	No	0	S3193
7147-AYBAA	Male	62	No	No	No	No	0	S3194
6732-FZUGP	Female	30	No	No	No	No	0	S3195
8329-GWVPJ	Female	39	No	No	Yes	Yes	3	S3196
1352-VHKAJ	Male	30	No	No	Yes	Yes	2	S3197
2632-TACXW	Female	49	No	No	Yes	No	0	S3198
8146-QQKZH	Female	25	Yes	No	Yes	No	0	S3199
1767-CJKBA	Male	39	No	No	No	No	0	S3200
6445-TNRXS	Male	61	No	No	Yes	Yes	1	S3201
4581-LNWUM	Female	47	No	No	No	No	0	S3202
4869-EPIUS	Male	37	No	No	Yes	No	0	S3203
1915-OAKWD	Female	56	No	No	No	No	0	S3204
7296-PIXQY	Female	60	No	No	Yes	Yes	2	S3205
3354-OADJP	Female	37	No	No	No	No	0	S3206
3524-WQDSG	Female	29	Yes	No	Yes	Yes	2	S3207
0810-DHDBD	Female	31	No	No	No	No	0	S3208
4026-SKKHW	Male	35	No	No	No	No	0	S3209
2829-HYVZP	Male	42	No	No	No	No	0	S3210
3845-JHAMY	Female	48	No	No	Yes	Yes	3	S3211
7013-PSXHK	Female	41	No	No	No	No	0	S3212
3486-NPGST	Female	47	No	No	No	No	0	S3213
6100-FJZDG	Male	49	No	No	Yes	No	0	S3214
1730-VFMWO	Female	33	No	No	Yes	No	0	S3215
7143-BQIBA	Male	32	No	No	No	No	0	S3216
3800-LYTRK	Female	52	No	No	No	No	0	S3217
9646-NMHXE	Male	63	No	No	Yes	No	0	S3218
7030-NJVDP	Male	36	No	No	Yes	No	0	S3219
7771-ZONAT	Male	62	No	No	No	No	0	S3220
2111-DWYHN	Male	31	No	No	No	No	0	S3221
4194-WHFCB	Female	35	No	No	Yes	Yes	5	S3222
4121-AGSIN	Female	44	No	No	Yes	No	0	S3223
0455-XFASS	Female	61	No	No	Yes	Yes	2	S3224
0301-KOBTQ	Male	50	No	No	No	No	0	S3225
4367-NUYAO	Male	39	No	No	Yes	Yes	1	S3226
9170-ARBTB	Female	41	No	No	Yes	No	0	S3227
7241-AJHFS	Male	53	No	No	No	No	0	S3228
4546-FOKWR	Female	35	No	No	No	No	0	S3229
9036-CSKBW	Female	62	No	No	No	No	0	S3230
5832-TRLPB	Male	30	No	No	No	No	0	S3231
8590-YFFQO	Male	24	Yes	No	Yes	No	0	S3232
8659-IOOPU	Female	25	Yes	No	Yes	Yes	2	S3233
1338-CECEE	Male	28	Yes	No	Yes	No	0	S3234
7439-DKZTW	Male	49	No	No	No	No	0	S3235
4646-QZXTF	Female	38	No	No	Yes	No	0	S3236
9742-XOKTS	Male	60	No	No	Yes	Yes	1	S3237
6921-OZMFH	Male	38	No	No	Yes	Yes	1	S3238
9578-FOMUK	Male	53	No	No	No	Yes	3	S3239
4712-UYOOI	Female	21	Yes	No	Yes	Yes	3	S3240
7722-CVFXN	Male	50	No	No	Yes	Yes	3	S3241
8717-VCTXJ	Male	32	No	No	No	No	0	S3242
7363-QTBIW	Female	24	Yes	No	Yes	No	0	S3243
4159-NAAIX	Female	24	Yes	No	No	No	0	S3244
0971-QIFJK	Female	57	No	No	Yes	No	0	S3245
9397-TZSHA	Female	24	Yes	No	No	No	0	S3246
3391-JSQEW	Male	32	No	No	Yes	No	0	S3247
0343-QLUZP	Male	38	No	No	No	No	0	S3248
3312-UUMZW	Male	33	No	No	Yes	No	0	S3249
1271-UODNO	Male	60	No	No	No	No	0	S3250
8461-EFQYM	Female	36	No	No	No	No	0	S3251
6900-RBKER	Male	32	No	No	No	No	0	S3252
6891-JPYFF	Female	57	No	No	Yes	Yes	3	S3253
1459-QNFQT	Male	21	Yes	No	Yes	No	0	S3254
1047-NNCBF	Male	56	No	No	No	No	0	S3255
3696-XRIEN	Female	59	No	No	No	No	0	S3256
0074-HDKDG	Male	46	No	No	Yes	No	0	S3257
8791-GFXLZ	Male	58	No	No	No	No	0	S3258
9330-DHBFL	Female	29	Yes	No	Yes	No	0	S3259
0098-BOWSO	Male	26	Yes	No	No	No	0	S3260
5859-HZYLF	Male	45	No	No	Yes	Yes	2	S3261
3156-QLHBO	Male	58	No	No	No	Yes	1	S3262
2208-NQBCT	Female	23	Yes	No	Yes	Yes	3	S3263
6621-NRZAK	Female	40	No	No	Yes	Yes	2	S3264
0831-JNISG	Male	52	No	No	Yes	Yes	2	S3265
0774-IFUVM	Male	19	Yes	No	Yes	Yes	2	S3266
9553-DLCLU	Female	30	No	No	No	No	0	S3267
1641-BYBTK	Male	38	No	No	No	Yes	2	S3268
2446-ZKVAF	Male	19	Yes	No	Yes	No	0	S3269
3522-CDKHF	Female	21	Yes	No	Yes	No	0	S3270
1430-SFQSA	Male	46	No	No	No	No	0	S3271
0411-EZJZE	Female	62	No	No	No	No	0	S3272
8807-ARQET	Female	59	No	No	No	No	0	S3273
8992-CEUEN	Female	59	No	No	No	No	0	S3274
4320-QMLLA	Male	57	No	No	No	No	0	S3275
8777-PVYGU	Female	36	No	No	Yes	No	0	S3276
8292-ITGYJ	Female	48	No	No	Yes	Yes	1	S3277
6870-ZWMNX	Male	55	No	No	Yes	No	0	S3278
0621-CXBKL	Female	62	No	No	No	No	0	S3279
5334-JLAXU	Female	44	No	No	Yes	No	0	S3280
9359-UGBTK	Female	63	No	No	No	No	0	S3281
6479-OAUSD	Male	41	No	No	No	No	0	S3282
7129-ACFOG	Female	56	No	No	No	No	0	S3283
4189-NAKJS	Male	29	Yes	No	No	No	0	S3284
5562-BETPV	Male	21	Yes	No	Yes	No	0	S3285
9127-FHJBZ	Male	60	No	No	Yes	Yes	3	S3286
6994-ORCWG	Female	33	No	No	No	No	0	S3287
1346-UFHAX	Female	59	No	No	No	No	0	S3288
2933-XEUJM	Female	56	No	No	No	No	0	S3289
4835-YSJMR	Male	59	No	No	No	No	0	S3290
3164-YAXFY	Male	56	No	No	No	No	0	S3291
0887-WBJVH	Female	29	Yes	No	Yes	No	0	S3292
4660-IRIBM	Male	32	No	No	Yes	Yes	1	S3293
7670-ZBPOQ	Female	59	No	No	Yes	No	0	S3294
0080-OROZO	Female	38	No	No	No	No	0	S3295
3916-NRPAP	Male	21	Yes	No	No	No	0	S3296
6807-SIWJI	Male	47	No	No	No	No	0	S3297
8221-HVAYI	Male	60	No	No	Yes	No	0	S3298
5232-NXPAY	Female	33	No	No	No	No	0	S3299
8967-SZQAS	Female	25	Yes	No	No	No	0	S3300
0455-ENTCR	Male	58	No	No	Yes	No	0	S3301
8944-AILEF	Male	26	Yes	No	Yes	No	0	S3302
5542-NKVRU	Female	24	Yes	No	No	No	0	S3303
7126-RBHSD	Female	53	No	No	Yes	No	0	S3304
5370-IIVVL	Male	26	Yes	No	No	No	0	S3305
6789-HJBWG	Female	20	Yes	No	No	No	0	S3306
9087-EYCPR	Female	63	No	No	No	No	0	S3307
6791-YBNAK	Male	26	Yes	No	Yes	Yes	2	S3308
6077-BDPXA	Female	56	No	No	No	No	0	S3309
0013-MHZWF	Female	23	Yes	No	No	Yes	3	S3310
8268-YDIXR	Male	45	No	No	Yes	No	0	S3311
4291-SHSBH	Male	25	Yes	No	No	No	0	S3312
6980-IMXXE	Female	28	Yes	No	Yes	Yes	2	S3313
0040-HALCW	Male	42	No	No	Yes	Yes	3	S3314
0784-GTUUK	Male	26	Yes	No	Yes	No	0	S3315
2294-DMMUS	Female	25	Yes	No	Yes	Yes	3	S3316
0872-JCPIB	Male	47	No	No	No	No	0	S3317
3055-MJDSB	Male	24	Yes	No	No	No	0	S3318
9091-WTUUY	Male	30	No	No	Yes	No	0	S3319
7115-IRDHS	Female	64	No	No	Yes	No	0	S3320
8496-DMZUK	Male	62	No	No	No	No	0	S3321
2040-VZIKE	Female	56	No	No	Yes	No	0	S3322
9068-VPWQQ	Male	21	Yes	No	Yes	No	0	S3323
0178-SZBHO	Male	54	No	No	Yes	Yes	1	S3324
0384-RVBPI	Male	64	No	No	No	No	0	S3325
1299-AURJA	Female	43	No	No	Yes	Yes	2	S3326
4525-VZCZG	Male	58	No	No	No	Yes	1	S3327
2788-CJQAQ	Male	39	No	No	No	No	0	S3328
0319-QZTCO	Female	25	Yes	No	Yes	Yes	2	S3329
2120-SMPEX	Male	43	No	No	No	No	0	S3330
0096-FCPUF	Male	58	No	No	No	No	0	S3331
0668-OGMHD	Female	20	Yes	No	Yes	No	0	S3332
9408-HRXRK	Female	63	No	No	Yes	Yes	1	S3333
5593-SUAOO	Female	60	No	No	Yes	Yes	3	S3334
6766-HFKLA	Female	60	No	No	Yes	No	0	S3335
7617-EYGLW	Male	62	No	No	No	No	0	S3336
2226-ICFDO	Female	39	No	No	Yes	No	0	S3337
5529-GIBVH	Female	57	No	No	No	No	0	S3338
9992-UJOEL	Male	22	Yes	No	No	No	0	S3339
4741-WWJQZ	Female	49	No	No	Yes	No	0	S3340
6625-UTXEW	Female	26	Yes	No	Yes	No	0	S3341
6244-BESBM	Male	61	No	No	Yes	Yes	1	S3342
2612-PHGOX	Male	47	No	No	Yes	No	0	S3343
8480-PPONV	Male	56	No	No	Yes	Yes	3	S3344
8780-IHCRN	Male	23	Yes	No	Yes	Yes	2	S3345
4598-ZADCK	Female	34	No	No	No	No	0	S3346
1257-SXUXQ	Male	20	Yes	No	Yes	Yes	1	S3347
7182-OVLBJ	Female	32	No	No	Yes	Yes	3	S3348
5095-ETBRJ	Female	28	Yes	No	Yes	No	0	S3349
4821-WQOYN	Female	25	Yes	No	Yes	Yes	2	S3350
4730-AWNAU	Male	59	No	No	Yes	No	0	S3351
3452-FLHYD	Male	47	No	No	Yes	No	0	S3352
9531-NSBMR	Female	44	No	No	No	No	0	S3353
6260-ONULR	Male	55	No	No	No	No	0	S3354
4389-UEFCZ	Female	25	Yes	No	Yes	No	0	S3355
8711-LOBKY	Male	50	No	No	Yes	Yes	1	S3356
8985-OOPOS	Female	54	No	No	No	No	0	S3357
8800-ZKRFW	Female	62	No	No	Yes	Yes	2	S3358
2616-FLVQC	Male	42	No	No	No	No	0	S3359
9968-FFVVH	Male	20	Yes	No	No	No	0	S3360
8390-FESFV	Female	60	No	No	No	No	0	S3361
3022-BEXHZ	Male	19	Yes	No	Yes	Yes	1	S3362
6248-TKCQV	Female	37	No	No	Yes	No	0	S3363
6198-ZFIOJ	Female	50	No	No	No	No	0	S3364
5989-OMNJE	Female	42	No	No	Yes	No	0	S3365
1291-CUOCY	Male	55	No	No	Yes	No	0	S3366
9795-SHUHB	Female	26	Yes	No	Yes	No	0	S3367
3230-IUALN	Female	41	No	No	Yes	No	0	S3368
0042-RLHYP	Female	47	No	No	Yes	Yes	3	S3369
4945-RVMTE	Female	57	No	No	No	No	0	S3370
1866-NXPSP	Female	48	No	No	No	No	0	S3371
3941-XTSKM	Male	32	No	No	Yes	No	0	S3372
1661-CZBAU	Male	50	No	No	No	No	0	S3373
5158-RIVOP	Female	32	No	No	Yes	Yes	1	S3374
9788-YTFGE	Male	47	No	No	No	No	0	S3375
9277-JOOMO	Female	27	Yes	No	No	No	0	S3376
1907-YLNYW	Male	47	No	No	No	No	0	S3377
8947-YRTDV	Male	42	No	No	Yes	Yes	3	S3378
3161-ONRWK	Male	35	No	No	Yes	No	0	S3379
0114-RSRRW	Female	21	Yes	No	Yes	No	0	S3380
4565-NLZBV	Female	33	No	No	Yes	No	0	S3381
6682-VCIXC	Female	61	No	No	Yes	No	0	S3382
6475-VHUIZ	Female	47	No	No	Yes	No	0	S3383
3910-MRQOY	Female	28	Yes	No	Yes	No	0	S3384
0661-WCQNQ	Male	56	No	No	Yes	No	0	S3385
7537-RBWEA	Female	19	Yes	No	No	No	0	S3386
4656-CAURT	Male	57	No	No	No	No	0	S3387
0121-SNYRK	Male	45	No	No	No	No	0	S3388
3733-LSYCE	Female	22	Yes	No	Yes	No	0	S3389
6265-FRMTQ	Male	56	No	No	No	No	0	S3390
1371-DWPAZ	Female	64	No	No	Yes	No	0	S3391
2017-CCBLH	Female	55	No	No	No	No	0	S3392
7690-KPNCU	Male	20	Yes	No	Yes	No	0	S3393
0536-BGFMZ	Female	27	Yes	No	Yes	No	0	S3394
2293-IJWPS	Female	39	No	No	Yes	No	0	S3395
5469-NUJUR	Male	58	No	No	No	No	0	S3396
2625-TRCZQ	Female	21	Yes	No	Yes	No	0	S3397
4102-HLENU	Female	51	No	No	Yes	No	0	S3398
7266-GSSJX	Male	43	No	No	Yes	Yes	2	S3399
7722-VJRQD	Male	38	No	No	Yes	No	0	S3400
7073-QETQY	Male	59	No	No	Yes	No	0	S3401
5624-RYAMH	Female	43	No	No	No	No	0	S3402
0196-JTUQI	Female	59	No	No	No	No	0	S3403
7130-YXBRO	Male	28	Yes	No	Yes	No	0	S3404
9272-LSVYH	Male	23	Yes	No	No	No	0	S3405
3084-DOWLE	Female	47	No	No	Yes	No	0	S3406
1084-MNSMJ	Female	63	No	No	Yes	No	0	S3407
6250-CGGUN	Male	41	No	No	No	No	0	S3408
5478-JJVZK	Female	38	No	No	No	No	0	S3409
7596-IIWYC	Female	62	No	No	No	No	0	S3410
9793-WECQC	Male	53	No	No	No	No	0	S3411
4291-HPAXL	Male	63	No	No	No	Yes	2	S3412
8999-YPYBV	Male	63	No	No	Yes	No	0	S3413
1839-FBNFR	Female	35	No	No	Yes	Yes	1	S3414
3071-MVJCD	Male	40	No	No	Yes	No	0	S3415
1697-BCSHV	Female	44	No	No	Yes	Yes	1	S3416
0562-KBDVM	Female	62	No	No	No	No	0	S3417
1131-SUEKT	Male	41	No	No	Yes	Yes	1	S3418
3717-OEAUQ	Male	37	No	No	No	No	0	S3419
4538-WNTMJ	Female	39	No	No	Yes	No	0	S3420
9432-RUVSL	Female	43	No	No	No	No	0	S3421
8060-HIWJJ	Male	35	No	No	No	No	0	S3422
7684-XSZIY	Male	53	No	No	Yes	Yes	3	S3423
9089-UOWJG	Female	51	No	No	Yes	Yes	3	S3424
8039-ACLPL	Female	29	Yes	No	Yes	No	0	S3425
9885-AIBVB	Male	62	No	No	Yes	No	0	S3426
1934-MKPXS	Male	21	Yes	No	Yes	No	0	S3427
2592-YKDIF	Female	47	No	No	No	No	0	S3428
2272-JKMSI	Female	42	No	No	Yes	Yes	3	S3429
8714-CTZJW	Female	24	Yes	No	No	No	0	S3430
3569-EDBPQ	Female	44	No	No	No	No	0	S3431
3131-NWVFJ	Female	56	No	No	Yes	No	0	S3432
7521-YXVZY	Male	38	No	No	No	Yes	3	S3433
2373-NTKOD	Male	40	No	No	No	No	0	S3434
1970-KKFWL	Female	38	No	No	No	No	0	S3435
9337-SRRNI	Male	64	No	No	No	Yes	3	S3436
0895-UADGO	Male	46	No	No	No	No	0	S3437
5678-VFNEQ	Female	19	Yes	No	Yes	No	0	S3438
5977-CKHON	Female	59	No	No	Yes	Yes	3	S3439
1830-GGFNM	Male	35	No	No	Yes	Yes	2	S3440
5302-BDJNT	Male	27	Yes	No	No	No	0	S3441
5223-UZAVK	Male	51	No	No	No	No	0	S3442
4859-ZSRDZ	Female	58	No	No	Yes	No	0	S3443
9350-VLHMB	Male	38	No	No	Yes	Yes	3	S3444
3498-LZGQZ	Male	59	No	No	Yes	Yes	3	S3445
8785-CJSHH	Female	22	Yes	No	Yes	No	0	S3446
3870-SPZSI	Female	56	No	No	Yes	Yes	2	S3447
7560-QRBXH	Female	32	No	No	No	No	0	S3448
7077-XJMET	Male	63	No	No	Yes	No	0	S3449
4652-ODEVH	Male	43	No	No	Yes	Yes	3	S3450
6510-UPNKS	Female	21	Yes	No	No	No	0	S3451
6718-BDGHG	Female	64	No	No	Yes	No	0	S3452
9046-DQMTP	Male	49	No	No	No	No	0	S3453
6439-LAJXL	Male	47	No	No	Yes	No	0	S3454
1666-JZPZT	Male	61	No	No	No	No	0	S3455
5777-KJIRB	Female	61	No	No	No	No	0	S3456
7677-SJJJK	Male	26	Yes	No	Yes	No	0	S3457
3253-HKOKL	Female	31	No	No	Yes	Yes	2	S3458
7055-HNEOJ	Male	34	No	No	Yes	No	0	S3459
5514-YQENT	Male	29	Yes	No	No	Yes	3	S3460
3211-AAPKX	Male	26	Yes	No	No	No	0	S3461
8445-DNBAE	Male	24	Yes	No	No	Yes	3	S3462
2958-NHPPS	Male	45	No	No	No	No	0	S3463
1735-XMJVH	Male	51	No	No	Yes	Yes	3	S3464
6890-PFRQX	Male	56	No	No	No	No	0	S3465
5899-OUVKV	Male	56	No	No	No	No	0	S3466
8681-ICONS	Male	20	Yes	No	Yes	Yes	1	S3467
1621-YNCJH	Female	54	No	No	Yes	No	0	S3468
6362-QHAFM	Male	53	No	No	Yes	No	0	S3469
3070-BDOQC	Female	38	No	No	No	No	0	S3470
6234-PFPXL	Male	42	No	No	Yes	No	0	S3471
9824-QCJPK	Male	47	No	No	Yes	No	0	S3472
4283-IVYCI	Male	40	No	No	No	No	0	S3473
1866-OBPNR	Male	28	Yes	No	Yes	Yes	1	S3474
8205-MQUGY	Male	39	No	No	Yes	Yes	3	S3475
8970-ANWXO	Female	37	No	No	No	No	0	S3476
9480-BQJEI	Male	35	No	No	No	No	0	S3477
6979-TNDEU	Female	42	No	No	No	No	0	S3478
9777-WJJPR	Male	46	No	No	Yes	No	0	S3479
9495-SKLKD	Male	54	No	No	Yes	Yes	2	S3480
5067-DGXLL	Male	35	No	No	No	No	0	S3481
6281-FKEWS	Female	58	No	No	No	No	0	S3482
8898-KASCD	Male	41	No	No	No	No	0	S3483
9242-TKFSV	Male	53	No	No	Yes	No	0	S3484
0743-HNPFG	Female	50	No	No	Yes	No	0	S3485
5035-PGZXH	Female	49	No	No	No	No	0	S3486
8695-WDYEA	Male	32	No	No	No	No	0	S3487
6543-JXSOO	Female	30	No	No	Yes	No	0	S3488
8605-ITULD	Female	21	Yes	No	No	No	0	S3489
6416-YJTTB	Male	20	Yes	No	No	No	0	S3490
4472-VESGY	Female	41	No	No	Yes	Yes	1	S3491
3195-TQDZX	Male	19	Yes	No	No	No	0	S3492
3128-YOVTD	Female	29	Yes	No	Yes	Yes	2	S3493
7041-TXQJH	Female	64	No	No	No	No	0	S3494
5014-GSOUQ	Male	59	No	No	No	No	0	S3495
5724-BIDBU	Male	29	Yes	No	Yes	No	0	S3496
1769-GRUIK	Female	19	Yes	No	No	No	0	S3497
8819-WFGGJ	Male	42	No	No	Yes	No	0	S3498
7427-AUFPY	Male	27	Yes	No	No	No	0	S3499
7898-PDWQE	Male	22	Yes	No	Yes	No	0	S3500
9972-EWRJS	Female	56	No	No	Yes	Yes	1	S3501
9314-IJWSQ	Female	46	No	No	Yes	Yes	3	S3502
5799-JRCZO	Female	48	No	No	No	Yes	1	S3503
1921-KYSAY	Female	36	No	No	No	No	0	S3504
6198-RTPMF	Female	46	No	No	Yes	No	0	S3505
2924-KHUVI	Male	28	Yes	No	Yes	No	0	S3506
1925-GMVBW	Female	49	No	No	No	No	0	S3507
6184-DYUOB	Female	28	Yes	No	Yes	No	0	S3508
9207-ZPANB	Male	42	No	No	No	No	0	S3509
9327-QSDED	Male	44	No	No	No	No	0	S3510
1656-DRSMG	Female	40	No	No	No	No	0	S3511
3012-VFFMN	Female	61	No	No	Yes	Yes	1	S3512
2984-AFWNC	Female	52	No	No	No	No	0	S3513
0640-YJTPY	Male	19	Yes	No	Yes	Yes	1	S3514
8096-LOIST	Female	57	No	No	No	No	0	S3515
9764-REAFF	Female	60	No	No	Yes	No	0	S3516
7107-UBYKY	Female	62	No	No	Yes	Yes	1	S3517
4881-GQJTW	Male	64	No	No	No	No	0	S3518
7876-DNYAP	Female	29	Yes	No	Yes	Yes	2	S3519
2882-WDTBA	Male	64	No	No	Yes	No	0	S3520
2091-GPPIQ	Female	56	No	No	Yes	No	0	S3521
5071-FBJFS	Female	61	No	No	Yes	Yes	1	S3522
2796-UUZZO	Male	30	No	No	Yes	Yes	2	S3523
2429-AYKKO	Male	52	No	No	No	No	0	S3524
9798-OPFEM	Female	42	No	No	No	No	0	S3525
3794-NFNCH	Male	53	No	No	Yes	No	0	S3526
5193-QLVZB	Male	52	No	No	No	No	0	S3527
7114-AEOZE	Female	53	No	No	No	No	0	S3528
5522-NYKPB	Male	26	Yes	No	Yes	Yes	3	S3529
6518-KZXCB	Male	61	No	No	No	No	0	S3530
2245-ADZFJ	Female	58	No	No	Yes	No	0	S3531
7776-QGYJC	Female	64	No	No	Yes	Yes	5	S3532
9313-QOLTZ	Male	31	No	No	No	No	0	S3533
4672-FOTSD	Male	54	No	No	No	No	0	S3534
9818-XQCUV	Female	52	No	No	No	No	0	S3535
7338-ERIVA	Male	40	No	No	No	No	0	S3536
8259-NFJTV	Female	37	No	No	Yes	Yes	1	S3537
6968-GMKPR	Female	39	No	No	No	No	0	S3538
4751-ERMAN	Male	43	No	No	Yes	No	0	S3539
1436-ZMJAN	Female	62	No	No	Yes	No	0	S3540
0799-DDIHE	Female	24	Yes	No	Yes	Yes	3	S3541
3070-FNFZQ	Female	48	No	No	Yes	Yes	1	S3542
2812-SFXMJ	Male	46	No	No	No	Yes	3	S3543
5014-WUQMG	Male	23	Yes	No	Yes	Yes	2	S3544
5312-TSZVC	Female	36	No	No	No	No	0	S3545
2782-JEEBU	Male	39	No	No	No	No	0	S3546
5127-BZENZ	Female	62	No	No	Yes	No	0	S3547
2720-FVBQP	Female	28	Yes	No	Yes	Yes	1	S3548
4522-XRWWI	Male	30	No	No	Yes	No	0	S3549
3766-EJLFL	Female	55	No	No	Yes	Yes	3	S3550
5939-SXWHM	Male	59	No	No	Yes	Yes	3	S3551
7643-RCHXS	Female	31	No	No	Yes	Yes	3	S3552
8246-SHFGA	Male	24	Yes	No	No	No	0	S3553
0620-XEFWH	Male	41	No	No	Yes	Yes	1	S3554
6485-QXWWE	Female	51	No	No	No	Yes	3	S3555
7321-VGNKU	Female	45	No	No	Yes	No	0	S3556
5327-CNLUQ	Male	33	No	No	Yes	No	0	S3557
7552-KEYGT	Male	53	No	No	Yes	No	0	S3558
5816-JMLGY	Female	28	Yes	No	Yes	No	0	S3559
2927-QRRQV	Male	44	No	No	Yes	No	0	S3560
6265-SXWBU	Male	35	No	No	Yes	Yes	2	S3561
7941-RCJOW	Male	34	No	No	No	No	0	S3562
